LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,YearApproved,Lender,Lender 1,Lender_clean,Lender 2,CD
70000,LAHAINA,HI,96761,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
1500,KANEOHE,HI,96744,453220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,1,04/29/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
26500,KAILUA KONA,HI,96740,611620,CORPORATION,,UNANSWERED,UNANSWERED,Non-Veteran,3,2020-04-30,2020,Seacoast Commerce Bank,Seacoast Commerce Bank,,,HI-02
7428,HONOLULU,HI,96815,485310,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/15/2020,2020,Cross River Bank,Cross River Bank,,,HI-01
8300,KIHEI,HI,96753,621340,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,05/14/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
2109,HONOLULU,HI,96813,453110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,06/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
44407,MAKAWAO,HI,96768,813110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,,04/28/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
56690,EWA BEACH,HI,96706,238220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,FEMALE OWNED,Non-Veteran,6,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
84600,EWA BEACH,HI,96706,621210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,14,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
56652.5,KAILUA KONA,HI,96734,446199,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
1800,HONOLULU,HI,96821,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/16/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
35530,HILO,HI,96720,621210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
7200,HONOLULU,HI,96816,722410,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,04/12/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
15700,CAPTAIN COOK,HI,96704,238350,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/11/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
24817,HONOLULU,HI,96816,423940,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,05/19/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
20900,HONOLULU,HI,96814,999990,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
66805,KAHULUI,HI,96732,311352,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/07/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
33300,AIEA,HI,96701,813110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,5,04/10/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
20832,KIHEI,HI,96753,812990,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,,05/21/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
28100,WAIPAHU,HI,96797,621210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,3,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
2514.46,HONOLULU,HI,96813,485310,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,0,05/13/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
7402.7,KAPAA,HI,96746,711510,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/11/2020,2020,Kaua'i Government Employees' FCU;,Kaua'i Government Employees' FCU,,,HI-02
44000,KAPOLEI,HI,96707,813410,NON-PROFIT ORGANIZATION,Y,UNANSWERED,FEMALE OWNED,Unanswered,8,04/09/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-02
148400,HONOLULU,HI,96814,541211,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
73600,KAPOLEI,HI,96707,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,24,05/01/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
67971,HONOLULU,HI,96826,722511,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,12,05/06/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
100000,LIHUE,HI,96766,424480,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,14,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
6000,HONOLULU,HI,96821,541921,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
4495,KAILUA KONA,HI,96740,541611,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,,04/14/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
104700,HONOLULU,HI,96814,541110,LIMITED LIABILITY COMPANY(LLC),,HISPANIC,FEMALE OWNED,Unanswered,11,04/04/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
29362,LIHUE,HI,96766,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,8,05/11/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
112900,KAPOLEI,HI,96709,321214,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,20,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
47600,LIHUE,HI,96766,522390,CORPORATION,,UNANSWERED,MALE OWNED,Unanswered,7,04/04/2020,2020,Evolve Bank & Trust,Evolve Bank & Trust,,,HI-02
3225,KIHEI,HI,96753,713940,LIMITED LIABILITY PARTNERSHIP,,UNANSWERED,UNANSWERED,Unanswered,7,05/04/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
4007,PEARL CITY,HI,96782,812990,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,08/04/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
3875,HONOLULU,HI,96814,512110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,"Bank of America, National Association",Bank of America,"BANK OF AMERICA, NATIONAL ASSOCIATION",NATIONAL ASSOCIATION,HI-01
12249,KAPAA,HI,96746,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,05/21/2020,2020,Gather FCU,Gather FCU,,,HI-02
12702,KAILUA KONA,HI,96740,561790,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
38900,KAILUA KONA,HI,96740,487210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/27/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
102500,HILO,HI,96720,424410,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,05/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
12500,WAIPAHU,HI,96797,812112,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
64200,HILO,HI,96720,722513,LIMITED LIABILITY COMPANY(LLC),,ASIAN,MALE OWNED,Non-Veteran,20,04/14/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-02
15600,HILO,HI,96720,541219,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/06/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
30000,LAHAINA,HI,96761,448310,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,05/19/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
20100,WAIANAE,HI,96792,722513,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,05/11/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
59600,HONOLULU,HI,96814,713940,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,11,05/06/2020,2020,MBE Capital Partners,MBE Capital Partners,,,HI-01
49612,HONOLULU,HI,96819,442210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
1068.28,PEARL CITY,HI,96782,485999,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/08/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
140100,KAPOLEI,HI,96707,423390,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,10,05/01/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
25267,HONOLULU,HI,96814,448310,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
24120,HONOLULU,HI,96826,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
10000,KIHEI,HI,96753,812990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
1882.24,HILO,HI,96720,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/08/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
16800,WAIPAHU,HI,96797,722515,CORPORATION,,ASIAN,FEMALE OWNED,Non-Veteran,6,04/07/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
4800,HONOLULU,HI,96813,541110,SOLE PROPRIETORSHIP,,ASIAN,MALE OWNED,Unanswered,1,05/22/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
3725,KILAUEA,HI,96754,541219,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
5257,AIEA,HI,96701,621210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,05/04/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
9660,KAAAWA,HI,96730,531190,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,05/01/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
7410,KAILUA KONA,HI,96740,621399,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,08/01/2020,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
1250,KAMUELA,HI,96743,541511,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/28/2020,2020,Hawaii First FCU,Hawaii First FCU,,,HI-02
87500,HONOLULU,HI,96813,518210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
12000,HONOLULU,HI,96817,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
1760,AIEA,HI,96701,561510,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
3100,HONOLULU,HI,96813,812990,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,2,05/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
55000,AIEA,HI,96701,621210,SOLE PROPRIETORSHIP,,UNANSWERED,MALE OWNED,Non-Veteran,6,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
4660,HONOLULU,HI,96818,485310,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,07/29/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
6250,KAILUA KONA,HI,96734,111110,CORPORATION,,UNANSWERED,MALE OWNED,Unanswered,0,05/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
140000,HONOLULU,HI,96814,442291,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
5300,KAILUA KONA,HI,96734,621399,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
8400,HILO,HI,96720,,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/03/2020,2020,Cross River Bank,Cross River Bank,,,HI-02
24900,KAPOLEI,HI,96707,448310,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,15,04/14/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
4750,HONOLULU,HI,96814,812990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/12/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
3500,KIHEI,HI,96753,314120,CORPORATION,,UNANSWERED,MALE OWNED,Unanswered,2,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
4030,AIEA,HI,96816,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
57832,HOLUALOA,HI,96725,236117,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
19800,WAIALUA,HI,96791,541211,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
21100,HONOLULU,HI,96826,811111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
34602.5,HONOLULU,HI,96813,722515,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,11,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
45000,HONOLULU,HI,96816,425120,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,2,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
8500,HONOLULU,HI,96815,485320,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
81150,KIHEI,HI,96753,722513,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
52075,HILO,HI,96720,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
24779,HONOLULU,HI,96822,541611,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
20832.5,HONOLULU,HI,96825,541219,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/06/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
4300,HONOLULU,HI,96815,541310,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
77500,HILO,HI,96720,532111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
907,KAHUKU,HI,96731,541890,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,06/26/2020,2020,MBE Capital Partners,MBE Capital Partners,,,HI-02
64670,KAUNAKAKAI,HI,96748,111998,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,0,05/02/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
12687,HILO,HI,96720,423710,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,06/09/2020,2020,CU Hawaii FCU,CU Hawaii FCU,,,HI-02
27392.5,HANALEI,HI,96714,238910,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
6250,HONOLULU,HI,96821,541219,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,07/23/2020,2020,"Fundbox, Inc.",Fundbox,"FUNDBOX, INC.",INC.,HI-01
110094,AIEA,HI,96701,722511,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Unanswered,36,05/04/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
18340,KAHULUI,HI,96732,531210,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,07/24/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-02
94425,HONOLULU,HI,96816,512240,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/08/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
13600,HONOLULU,HI,96822,812990,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Unanswered,1,04/28/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-01
17800,LAHAINA,HI,96761,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
27435,VOLCANO,HI,96785,424930,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,2020-04-30,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
20000,HONOLULU,HI,96817,722513,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Non-Veteran,4,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
19000,KAILUA KONA,HI,96740,722511,PARTNERSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/21/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
2500,HONOLULU,HI,96826,453110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
4354,HONOLULU,HI,96825,711130,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,08/03/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
8700,WAHIAWA,HI,96786,722511,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/02/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
44500,HONOLULU,HI,96817,621111,SOLE PROPRIETORSHIP,,ASIAN,MALE OWNED,Veteran,3,04/15/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
18300,KAILUA KONA,HI,96745,236115,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
84100,LAHAINA,HI,96761,713990,CORPORATION,,UNANSWERED,MALE OWNED,Unanswered,13,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
72467.5,HONOLULU,HI,96819,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,05/01/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
8475,HONOLULU,HI,96813,541611,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/11/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
31957.5,LIHUE,HI,96766,238210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
17500,HONOLULU,HI,96822,711510,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
40275,KAILUA KONA,HI,96734,722511,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,5,06/03/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
55400,KAILUA KONA,HI,96734,236118,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,15,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
5800,HALEIWA,HI,96712,531210,SOLE PROPRIETORSHIP,,UNANSWERED,MALE OWNED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
24987,PAIA,HI,96779,561520,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
55300,LIHUE,HI,96766,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/22/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
33300,MILILANI,HI,96789,562910,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,05/02/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
90900,KAHULUI,HI,96732,813110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,10,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
37400,KAPAA,HI,96746,812990,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
2840,HONOLULU,HI,96816,541310,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
42250,HONOLULU,HI,96819,236115,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,05/02/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
8750,HONOLULU,HI,96814,541990,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,WebBank,WebBank,,,HI-01
22800,KAUNAKAKAI,HI,96748,722513,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,7,05/14/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
40000,HONOLULU,HI,96826,722513,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,9,04/11/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
5465,HONOLULU,HI,96813,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
20000,KIHEI,HI,96753,425110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
7805,KAHULUI,HI,96732,311991,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,07/29/2020,2020,"Fundbox, Inc.",Fundbox,"FUNDBOX, INC.",INC.,HI-02
14700,HONOLULU,HI,96817,611710,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
126900,WAILUKU,HI,96793,238290,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,10,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
29500,HONOLULU,HI,96814,812112,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
41200,KAPOLEI,HI,96707,621399,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Non-Veteran,5,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
49297,MAKAWAO,HI,96768,236115,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,06/16/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
28800,PAAUILO,HI,96776,112111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
12697,HONOLULU,HI,96817,453220,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
19214,HONOLULU,HI,96816,611610,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
131980,WAHIAWA,HI,96786,238220,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,24,05/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
30000,KAMUELA,HI,96743,453920,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/14/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
